疾病病种,发病数,死亡数,date,year,month,url
甲乙丙类传染病总计,33481,45,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
甲乙类传染病合计,13361,40,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
鼠疫,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
霍乱,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
传染性非典型肺炎,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
艾滋病,62,18,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
病毒性肝炎,6288,2,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
甲型肝炎,41,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
乙型肝炎,5229,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
丙型肝炎,686,2,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
丁型肝炎,4,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
戊型肝炎,157,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
肝炎未分型,171,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
脊髓灰质炎,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
人感染高致病性禽流感,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
麻疹,8,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
出血热,29,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
狂犬病,9,13,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
流行性乙型脑炎,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
登革热,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
炭疽,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
痢疾,240,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
肺结核,4124,7,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
伤寒和副伤寒,22,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
流行性脑脊髓膜炎,1,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
百日咳,5,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
白喉,0,0,Jan-18,2018,1,https://wjw.ah.gov.cn/public/7001/56687081.html
